longitude,latitude
-122.6956,48.9717
-122.6888,48.9788
-122.6599,48.9555
-122.72639,48.896742
-122.60565,48.899228
-122.7451,48.927523
-122.574725,48.98436
-122.581055,48.979822
-122.687157,48.964388
-122.702,48.9932
-122.585287,48.983651
-122.596428,48.951795
